user_id,first_event_article_id,last_event_article_id,first_event_wiki_id,last_event_wiki_id,is_same_article,is_same_wiki
02052726a5b33966002a27cd3df0adff,1612,8587,824,824,false,true
020bbf1d5aad44e050444109d1df00fe,59986,22412,178802,178802,false,true
020cfec0e69e9fc632c12f82ce16fa00,5862,4960,227281,227281,false,true
0213192ec656bb63433cb19d0187324f,2207,2205,2781,2781,false,true
02134bc7d73a9593862570f40fe3502e,2030,2035,114341,114341,false,true
02182e4069b2be0e64f3a760250b7c01,2971,2496,1001727,1001727,false,true
021a326194b8a300db93dd90d20d4ebb,705,770,2025468,2025468,false,true
021d3b5b70aebc9b94f3713ee6530a7b,295,295,410,410,true,true
022370b4607d6b0abf750be2ad0333a3,18627,18627,1014,1014,true,true
022b2b0aea09135968eed7591d035f4a,28913,28913,125,125,true,true
022d76637a83084af712b9168639c051,14376,8842,2294765,2294765,false,true
02323c2c33e3ea5b89bff30d65647669,2384,3068,678343,678343,false,true
02323f2bf256540dcbc9754be6d93230,1976,1976,8980,8980,true,true
0232a60cbe08d9d916022d8a4bd2b17d,453384,453384,147,147,true,true
0232db33edf4f1b26a9fdb2114ff38d9,80320,73765,169605,169605,false,true
023796b3ef4669b4f23313f2265df743,125044,125044,2237,2237,true,true
0239ba40c9d63b2c5ee1c3cb4f811777,107,107,2037162,2037162,true,true
023d94290fb09da6d8c1dc0cdf63a191,1799,8080,74103,74103,false,true
023dfbf53079e203b632232f26bd8d99,2623,2167,745286,745286,false,true
023ebc2e2679e924d12f376a32375a72,1461,1461,790642,790642,true,true
0242557525971db9f65a57051d86276a,1952,1952,6536,6536,true,true
0243cc2b3aff8ffc2ffebcd7498b74d3,2171,2258,1226708,1226708,false,true
02484a8ff879f743f248352acc56eb9d,8896,8896,393021,393021,true,true
024ba882a234c0700e3945f5e48eafd5,906,704,1777429,1777429,false,true
0250f249e6378d7d627a0191ea73de8f,2344,2344,4930,4930,true,true
02536f88325acb80a58ecc9b4ae73273,8400,8400,791072,791072,true,true
025630e23e713851456d1d4d03339b44,775,775,1736232,1736232,true,true
025c594818699cfe86650c0fb03e2937,234956,230544,6276,6276,false,true
025eae04ff748062e8fffbf4365412ed,679,702,1736232,1736232,false,true
02652221fc984cdb6c69f08ae6b99643,695968,695968,410,410,true,true
02662d6e77cc231ab20aba2059b11baf,3029,3029,1474043,1474043,true,true
026707d0191f5d7e5434fbfe5b89f124,16,16,122922,122922,true,true
02694b5c909fbe586b1e8662b49df54a,27681,27682,244592,244592,false,true
027473d2d7175876324cd3688295edc4,20311,29,310,310,false,true
0275efcead11d9b167a4ee34d3d0cc24,2165,2108,118674,118674,false,true
027944582042eaa1b325999b2320ee7c,1188,4557,1654382,1654382,false,true
027b4c9ecfd1632f0ac8c3ef452834af,"","",2540624,2540624,false,true
027b79ae268f8d58ff17ea2d67dd7160,21389,27834,620923,620923,false,true
027c4fab3f441a410f7af71918852546,64,2094,1426075,986551,false,false
0282398247e0024d40b6518b0b02deb3,1851,1851,2111,2111,true,true
0284cad9add45101bab4800545314531,302,3,1736232,1736232,false,true
0287dbdfe37d94be2884cb69352325cf,2189,3870,1026134,1026134,false,true
028d21d6d366d69c1e6a150a5b9fa051,27794,151121,1249,1249,false,true
0292ab77b4081adf8273851b72d9b3c6,2061,57200,338386,338386,false,true
0292b364e24e1f2c90e5e02e1002cf60,2560,2695,12113,12113,false,true
02968c2c7c0776a4456eba7564eb3424,9475,2104,416929,416929,false,true
0298a35bb185c5c41e4a5703de1c6b1f,385,2340,2260403,2260403,false,true
029978ac3227d6c5e38cd8c349133880,181220,205083,1710458,1710458,false,true
029b0822d857978288174a464b6252c3,51841,51841,6492,6492,true,true
02a4e4b997621343fe83773867df1273,0,444959,78127,78127,false,true
02a8bb51d13d77258971e0393234e79e,3252,2853,4332,4332,false,true
02a96ddc5924096bf0ea983b58fb5fe1,2130,2076,119783,119783,false,true
02a991dabc0f4a5417fc80d8b12b35fc,1292244,1284224,14764,14764,false,true
02ac079fdafaa614ed2e9449c2b2f9f9,71663,71663,941,941,true,true
02acb712da47cb746bace9e5d883a1ad,103479,103479,27822,27822,true,true
02aeacd23d4c1d04e67e4c7b24bee464,"",2354,4084,4084,false,true
02b25a5c7722956f90ec04998aa4b5a4,39988,14231,3313,48473,false,false
02b288a8f8c5195d1961b618e80c0e3f,951,951,2308060,2308060,true,true
02b56e1862ab658b85cca9ba0b1395fd,3430,3430,1857645,1857645,true,true
02b674fd34fd532d42eaf896052f97b1,"",4479,513655,513655,false,true
02bb76ecdff8781debc92f0b35554d0b,2143,5017,997342,1336787,false,false
02bf364ea5a30d4dd249dc50df9e156d,32650,49921,133392,133392,false,true
02c31ed1650d52505b40e04f309efa3c,74,23072,310,310,false,true
02c6b2e1b09a0f441cbdb40fa400601f,17638,12331,5445,5445,false,true
02c701e7fda6864f1751eb4e9cd895ca,2234,17440,4014,4014,false,true
02cbdc7e062df8c33863cbe9eb127d91,6295,7104,123411,123411,false,true
02d1db96ed61cfd7484f6cd5e1f5efdf,48919,48919,2180,2180,true,true
02d5ca336db2be71f85ca0ab012988e6,84,84,1672821,1672821,true,true
02e0bcc2c9a4d466780b30c17ab4af87,314001,286381,24357,24357,false,true
02e0e956e55b837436ba4afc1dbe3bf6,311,311,1183354,1183354,true,true
02e59dbc378ba82c38ec8747fbeb046f,133,1386,1908208,1908208,false,true
02e7804ea7efd019e2306b08e980521f,10965,7004,785143,785143,false,true
02e876aa0430e6624aa7400a11ca2281,2317,2317,986810,986810,true,true
02ee1e4410e867924360c055b14b9b70,681,683,1889753,1889753,false,true
02ee2bbfaf00f35db97889dd7271109a,267,267,2010036,2010036,true,true
02f0de4fc20eadeabab1affec0199ba4,2937,2937,1063533,1063533,true,true
02f44d847fe37f3992bd40f2e82cd3d7,205,205,2073723,2073723,true,true
02f8ab00e2b4d8e4651e488f1ce6aca7,157989,313996,24357,24357,false,true
02f9032c775678e7bd5ef820dba90da5,3951,2117,876558,876558,false,true
02fa749aafe30e78000c243070101e74,11151,11151,659,659,true,true
0303ae0788418fa8548b05f4a6b79d9b,5146,5144,2467,2467,false,true
030e12e91e44b1113f24181f43f9d2bf,"",2048,143359,143359,false,true
0310920c3a8ebf1ab2fb318d269f130c,9513,3780,241546,241546,false,true
0311eb5d71ad9e068daa46e86490d353,166,31365,2171650,2171650,false,true
03157fe95f101a8d2aacc00705628e1e,1517,1670,1081,1081,false,true
03161c38ec85f9940664ee4c772784e5,44219,44219,2011605,2011605,true,true
0318325ac04b4c75b4dadcbf0c1b81b8,326999,414243,2569,2569,false,true
031adf058af43e622ac17934a94e890b,4533,2994,559,559,false,true
0321531ac980497d971e9be3e086d03f,476,6064,1764359,1764359,false,true
0321e759db30b6b25764709e03b8fabf,5535,5522,895657,895657,false,true
03234d9bb160fe3c3bfef4308a005dcb,213,213,1522170,1522170,true,true
0328ab7a1fc11ccdddf3eaec802b31b5,259,259,2151342,2151342,true,true
033242b702556b1fb0c0af20027ebf1d,1680,3779,2154,2154,false,true
0332c3e0b13e7e408c52661134bb6c1e,9091,3612,6679,6679,false,true
0334be844b5dfc12ded533a5ffdd5407,101,0,1529147,1529147,false,true
033ac775c43da74ccda87bd7cf5c079a,113,103,1773727,1773727,false,true
033fc0dea2e7b92ed045e0be99e0e396,34562,354,10994,10994,false,true
034d7eb6de6c0401d5d74ba10d37474d,2223,2338,2233,212757,false,false
034d81139a2ceac65051d4e7c57a6517,18,1879,63,63,false,true
035080b9e2869a146f53baf6872d9976,13890,14726,643102,643102,false,true
035a5483528c0f4cb007ce80a8b31ade,640,-1,1537707,1537707,false,true
035ab321f880ba84149ce525ebfdfa49,174162,5787,20780,604531,false,false
035bceb7a7f0657661e168c43e38800a,19360,19360,321995,321995,true,true
03629ddb30ac4f250f64b9db423d44d4,7230,7230,2043522,2043522,true,true
036466197a5f1dac3708c2453123811d,2095,2095,982372,982372,true,true
0364bec9c88f6b04c09fc2d76d6801e2,484023,483956,3125,3125,false,true
0364bff290a924ab9f2d17d2d5d59d83,1950,327213,1081,1081,false,true
0366fce7f6e09008e5a24b046923e6b3,17006,29307,1523655,1523655,false,true
036cf297382ae30555e5de13e11f5eee,275,2017,99262,99262,false,true
0372822a5dbb757e01fa10683b1191e7,903197,903197,38969,38969,true,true
03738316b259253c47ef06987a5fe692,161,161,1769469,1769469,true,true
0374505f5081bd73b18f73fec0b57115,100890,97823,750919,750919,false,true
037908ef70c531af43281cbca9554a69,18801,159157,178802,178802,false,true
0379b6fad02397a5bebbd1ad1347243b,277846,242455,2575,2575,false,true
037a46ccfd08850cc874fb6ee192c080,100190,100190,"","",false,false
037bb6ca069cc82a099c4471aab9a7fd,40926,66957,338386,338386,false,true
037c059f26d67112319b9142ce2f8a00,40609,40609,6276,6276,true,true
037e0ae1642f5d799ef766aab4150d85,14372,14372,44810,44810,true,true
0385923bb9b9d403c32542ce66a85193,472,472,1997417,1997417,true,true
0385c7af732afb2dc2935c03fbcf56d5,4,7005,2025468,2025468,false,true
038d5f5e010b618019c9f1ae59a4a3c4,14694,236735,2575,2575,false,true
039081dce272a17eb16bef83d9cff0a8,719,719,954171,954171,true,true
0391d0051c732a7494033dd6c90dede2,150999,50188,691085,691085,false,true
039803484ef73a019718a20b3149ed61,719,134336,509,509,false,true
039b60993cf7cceebc6dddd04de309f7,21955,3042,338386,338386,false,true
039c975764903a7d7994a62878a07259,9172,4532,739,739,false,true
039d04a8b3971b12df40784dcc0c5996,947,947,509,509,true,true
03a2aab238d3e02c0541161b3a61c8ab,5236,6448,2154,2154,false,true
03a57fa5f4dc6537a8649d159245a6da,2133,28380,1044,1044,false,true
03a76a411c9ad087b6d42de47eede9e9,69661,69661,906247,906247,true,true
03ad90cda22038025f8a0f3c32b6cdc9,184,184,2459401,2459401,true,true
03b79ac26387e57d6cf673b14f1c297f,110,160,1477437,1477437,false,true
03bfccb21d944aff1e36ce560540936f,1211,22278,1471258,1471258,false,true
03bfe05a5e22ce1bd0124403b973e95b,709444,818752,2233,2233,false,true
03c0f7031b37de558db929a9f49c76c8,3216,3216,177996,177996,true,true
03c62c07d3a9935b273aad7ca47d7daf,246557,246557,3510,3510,true,true
03c892f37358de3c99e6a55b12f643b8,2054,59460,35322,35322,false,true
03c9b854021feb6ba91ebbc646ec75dd,931,"",1792461,1792461,false,true
03cb6d91835fe3bd64476de819f9ff74,554159,329610,1241752,1241752,false,true
03cc791ae5cd2202269ea4d6af1c35e1,1910,1662,5858,5858,false,true
03d504ef0c30cd0f51354c0eb6377b84,756,6585,159,159,false,true
03d50ad157c3aa06b41cd06bdeec71a1,2490,2490,3443,3443,true,true
03d6498c9ec74fea028a6f9e8619043b,2163,143,572101,2171650,false,false
03d67f2af5be414b8284e83e55f41eaa,98,99,1769469,1769469,false,true
03df69b1e6bbd290e3fc07fc1135057f,40671,40671,6199,6199,true,true
03e26211f0508e1e3069b9b0da233b89,173209,6814,916058,916058,false,true
03e3e187eebb215be90bace990c52021,250,774,2139562,2139562,false,true
03e9cc63fbb177f23ef244b30691ac26,121898,2566,1012365,1012365,false,true
03e9f8007ff68b03cd94c0b16a1f2d4d,407618,126180,4396,4396,false,true
03eb47767faebece043916f19a3e932d,587034,587034,14316,14316,true,true
03f1771a8f27aff165ac2b2c139e2209,239,239,2374196,2374196,true,true
03f1f7d380988f1f7bece0d313e48a64,2069,2069,338386,338386,true,true
03f594f13a26aa9b5d8e13024eb3fd08,42664,42664,410,410,true,true
03f6c13ea8e4a0f425fefe1da23d2b55,2158,2974,277,277,false,true
03f7996e3c00d0fd97bb9e98d4574e28,4332,4332,951918,951918,true,true
03ff9ddafbe68cf597e0f9c38a883681,126,932,2294765,2294765,false,true
0404771d959efedd5f3bbc40a12e4992,2245,2221,980852,980852,false,true
040794d6dcbd8bebc8ec8651d1813e3d,6388,6388,602,602,true,true
0408f21ddddc5339351357c42238384d,4639,2342,1020515,1020515,false,true
040a0b028dff45c4d5816b7e03ac587e,152,152,1966293,1966293,true,true
040d9edd785b9e019fe435c04ee6b773,4421,4421,599420,599420,true,true
040e8aacf2dcdd2277b1d318284f918a,10613,1733,1881,1881,false,true
0415ec3c71f90a73a6180533d3346deb,2263,2263,799940,799940,true,true
0416717fe36ac0e7e3efe07de9b0e2b1,10316,5637,1209200,1209200,false,true
04181f172ca84bbe595f5b6f1f847b03,96,92,1781137,1781137,false,true
041c6825cd63c2948da02dbeeddde365,1045,23042,14733,14733,false,true
041e752c49a13ff4f7fbe02f3ad476fb,42685,5314,199889,255221,false,false
042385f4ee55a66970f22580de3842bb,5596,5592,113354,113354,false,true
042405beed0d052fe0ec10bc5e0720bb,20482,19473,338386,338386,false,true
04269c287e8893e7ea8c287ddfd770a8,6623,44923,1530,1530,false,true
0427ee22caa15add8ab7e8885a14a984,1944,1944,1183354,1183354,true,true
042d9dd3107a5faf793c738c6badf2a1,17821,6510,2293764,2293764,false,true
042dc4ce66613cc755bc8cd0b4f6eead,7456,6918,1407,1407,false,true
042efb536c9e15f3771996104fea1020,2160,2156,1093649,1093649,false,true
042ff92f8f07e8ba7a146853aca256e3,2173,2175,1033648,1033648,false,true
04361168d5d7df1e17d557539941cea4,188,180,2277357,2277357,false,true
0436d46774ba5e1f80e9ba5c5438fab4,587,587,1736232,1736232,true,true
04397cf730e67d89eb06f620999e6a2d,163,110,1519669,1519669,false,true
043f8634eac8b142e59d839bd5acd8bb,267,267,1326871,1326871,true,true
044190429713be65f3b17f08fd430266,5619,4371,1530,1530,false,true
0441a159b0572dea457e1b70f8273865,509585,509718,2395,2395,false,true
044b093313629949e5e29c406aa1f53e,3304,2367,30404,30404,false,true
045aab1dd55cb920ab863127fa660e09,78796,78796,941,941,true,true
045f4266097714035553d01aae688887,796,796,1785442,1785442,true,true
0462638461e652e499c5e6844d792058,2413,50211,338386,338386,false,true
04681ffd231faf339839cb397ad9812c,37466,2473,609322,609322,false,true
0468701ada57f138b0030eebb951acb3,10392,6053,2520,"",false,false
046915fe90f18e9589aada5b24c232a3,2211,2404,1973454,1973454,false,true
046b10824a730f6cc68793237d5b7a9a,1376,1376,1687255,1687255,true,true
046baa12834d39fea9bb1c024aae4f42,82696,0,9677,9677,false,true
046d5e23dee4eb818fe528e441fc584d,15708,155,2025468,2025468,false,true
046f2e570b05288fba3606849658701e,459439,459439,2395,2395,true,true
04703592dece9f432ac6fb2b18769c6c,"","",1619358,1619358,false,true
0470620ba339e04b6711e56553380037,145966,145966,14316,14316,true,true
0474b2f56f6e50a1a317c7f00bcff27f,486,3484,1406937,1406937,false,true
0474ed2ffcf9932b7d6d1938a4feb074,7668,7668,1143354,1143354,true,true
047aca0ca292b2a8152c52e48b6c6f6a,26,1388,2295133,2295133,false,true
047d6e23065f13e0fdcb19d26a2b0ec2,218,2036,1244682,1244682,false,true
047e132d3fc1756154a36524bf861c33,2405,2400,493764,493764,false,true
047e766a1ab7d37e6a5f9cfc08a6c1c6,2084,2070,9078,9078,false,true
04805839afb5acfa490978ee524dc784,301,301,2466266,2466266,true,true
0483a96ea8414f54fae9bd5563fc0f7e,20501,20501,490,490,true,true
0488c74e9d52219f56e74578006da89e,3716764,4047537,1867592,1867592,false,true
048a0e0ad7896d40366265c0b9dde03b,2114,2752,524772,524772,false,true
048c42f4b2f9e1898eeeae31e8688962,346,8808,125,125,false,true
049120b551721dcbe1172a947d37fde1,420,28118,152224,152224,false,true
04914ceb6581dcc0569930db4ce90bd6,1461,31419,14301,14301,false,true
049d91d558699221afc3e2392975d9d7,4909,6416,1271922,1271922,false,true
04a14653032261d711d8eaa22cc2d10c,403738,403738,3124,3124,true,true
04a17cdef549691033ddc9b12960cb27,109,88,2085636,1282150,false,false
04a806fc7cda7d8dc82704b76fea0600,4,113,1914350,1914350,false,true
04ace0fa89229243b890059e2058ce8e,2070,2070,543435,543435,true,true
04adb0971edf12a5d085d6269c66706b,61407,61008,394524,394524,false,true
04ae3ec3dc1b7e9d659b57f9ea459be8,3331,2535,525359,525359,false,true
04b36e693c1d89587ed3b2742337225f,137,1316,1765583,1765583,false,true
04b3b9571120a6679a2a3fb4bcd44ed9,1751,2650,729444,729444,false,true
